85,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,19,"Sit amet volutpat consequat mauris nunc congue. Vitae congue eu consequat ac felis donec et.","Sorry. I'm excited.","2021-11-29 15:32:41","2021-11-29 15:32:41"
85,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,20,"Sit amet volutpat consequat mauris nunc congue. Vitae congue eu consequat ac felis donec et.","Sorry. I'm excited.","2021-11-29 15:32:41","2021-11-29 15:32:41"
85,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,21,"Sit amet volutpat consequat mauris nunc congue. Vitae congue eu consequat ac felis donec et.","Sorry. I'm excited.","2021-11-29 15:32:41","2021-11-29 15:32:41"
85,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,22,"Sit amet volutpat consequat mauris nunc congue. Vitae congue eu consequat ac felis donec et.","Sorry. I'm excited.","2021-11-29 15:32:41","2021-11-29 15:32:41"
85,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,23,"Sit amet volutpat consequat mauris nunc congue. Vitae congue eu consequat ac felis donec et.","Sorry. I'm excited.","2021-11-29 15:32:41","2021-11-29 15:32:41"
85,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,24,"Sit amet volutpat consequat mauris nunc congue. Vitae congue eu consequat ac felis donec et.","Sorry. I'm excited.","2021-11-29 15:32:41","2021-11-29 15:32:41"
86,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,25,"Porttitor rhoncus dolor purus non.","Here's the graduate. We're very proud of you, son. And a perfect report card, all B's.","2021-11-29 15:34:09","2021-11-29 15:34:09"
87,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,27,"Eleifend mi in nulla posuere sollicitudin.","Ma! I got a thing going here.","2021-11-29 15:34:09","2021-11-29 15:34:09"
88,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,28,"Tristique magna sit amet purus gravida quis.","Ah, you got some lint on your fuzz.","2021-11-29 15:34:09","2021-11-29 15:34:09"
89,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,29,"Ac orci phasellus egestas tellus rutrum tellus pellentesque.","Ow! That's me!","2021-11-29 15:34:09","2021-11-29 15:34:09"
90,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,26,"Imperdiet sed euismod nisi porta.","Very proud. (touches Barry's hair)","2021-11-29 15:34:09","2021-11-29 15:34:09"
91,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,30,"Ornare arcu dui vivamus arcu felis.","Wave to us! We'll be in row 118,000.","2021-11-29 15:34:09","2021-11-29 15:34:09"
92,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,31,"Aenean vel elit scelerisque mauris pellentesque pulvinar pellentesque habitant.","Bye! (flies off)","2021-11-29 15:34:09","2021-11-29 15:34:09"
93,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,32,"Hac habitasse platea dictumst quisque sagittis purus.","Barry, I told you, stop flying in the house!","2021-11-29 15:34:09","2021-11-29 15:34:09"
94,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,33,"Velit egestas dui id ornare arcu odio ut.","Barry drives his car to pick up his classmate. Adam's outside his house, reading the Hive Today newspaper","2021-11-29 15:34:09","2021-11-29 15:34:09"
95,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,34,"Malesuada pellentesque elit eget gravida cum sociis natoque.","Hey, Adam.","2021-11-29 15:34:09","2021-11-29 15:34:09"
96,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,35,"Id neque aliquam vestibulum morbi blandit.","Hey, Barry. Is that fuzz gel?","2021-11-29 15:34:09","2021-11-29 15:34:09"
97,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,36,"Id volutpat lacus laoreet non.","A little. It's a special day, finally graduating.","2021-11-29 15:34:09","2021-11-29 15:34:09"
98,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,37,"Amet consectetur adipiscing elit duis tristique sollicitudin nibh sit.","Never thought I'd make it.","2021-11-29 15:34:28","2021-11-29 15:34:28"
99,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,39,"Sapien pellentesque habitant morbi tristique senectus et.","Those were so awkward.","2021-11-29 15:34:28","2021-11-29 15:34:28"
100,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,40,"Faucibus a pellentesque sit amet porttitor eget dolor.","Three days college. I'm glad I took off one day in the middle and just hitchhiked around the hive.","2021-11-29 15:34:28","2021-11-29 15:34:28"
101,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,38,"Sed egestas egestas fringilla phasellus.","Yeah, three days grade school, three days high school.","2021-11-29 15:34:28","2021-11-29 15:34:28"
102,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,41,"Ut tellus elementum sagittis vitae.","You did come back different.","2021-11-29 15:34:53","2021-11-29 15:34:53"
103,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,43,"Risus pretium quam vulputate dignissim suspendisse.","Hey, did you hear about Frankie?","2021-11-29 15:34:53","2021-11-29 15:34:53"
104,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,44,"Turpis egestas pretium aenean pharetra.","You goin' to his funeral?","2021-11-29 15:34:53","2021-11-29 15:34:53"
105,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,45,"Diam maecenas ultricies mi eget mauris pharetra.","No, I'm not goin' to his funeral. Everybody knows you sting someone, you die. You don't waste it on a squirrel. He was such a hothead.","2021-11-29 15:34:53","2021-11-29 15:34:53"
106,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,42,"Nisl vel pretium lectus quam.","Hey Artie, growing a mustache? Looks good.","2021-11-29 15:34:53","2021-11-29 15:34:53"
107,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,46,"Quis varius quam quisque id diam vel.","Yeah, I guess he could have just gotten out of the way.","2021-11-29 15:35:12","2021-11-29 15:35:12"
108,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,47,"Pretium aenean pharetra magna ac placerat vestibulum lectus mauris.","They make various noises as the car goes up and down some hills and does a loop on the road.","2021-11-29 15:35:12","2021-11-29 15:35:12"
109,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,48,"Ac auctor augue mauris augue neque gravida.","Woah! Oooooooh!","2021-11-29 15:35:12","2021-11-29 15:35:12"
110,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,49,"Amet facilisis magna etiam tempor orci eu.","I love this incorporating an amusement park right into our regular day.","2021-11-29 15:35:12","2021-11-29 15:35:12"
111,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,50,"Cursus eget nunc scelerisque viverra mauris.","I guess that's why they say we don't need a vacation.","2021-11-29 15:35:26","2021-11-29 15:35:26"
112,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,52,"Turpis egestas pretium aenean pharetra.","We are!","2021-11-29 15:35:26","2021-11-29 15:35:26"
113,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,51,"Eleifend donec pretium vulputate sapien nec.","Well, Adam, today we are men.","2021-11-29 15:35:26","2021-11-29 15:35:26"
114,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,53,"Nibh sed pulvinar proin gravida hendrerit lectus a.",Bee-men.,"2021-11-29 15:35:45","2021-11-29 15:35:45"
115,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,56,"Fermentum dui faucibus in ornare quam.","Students, faculty, distinguished bees, please welcome Dean Buzzwell.","2021-11-29 15:35:45","2021-11-29 15:35:45"
116,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,54,"Enim eu turpis egestas pretium aenean pharetra magna ac placerat.",Amen!,"2021-11-29 15:35:45","2021-11-29 15:35:45"
117,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,55,"Erat nam at lectus urna duis.","Hallelujah! (bumping each other) Aaaaaaaaaaaah!","2021-11-29 15:35:45","2021-11-29 15:35:45"
118,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,57,"Lacus sed viverra tellus in hac habitasse platea.","Are we gonna pick our jobs today?","2021-11-29 15:36:39","2021-11-29 15:36:39"
119,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,59,"Viverra maecenas accumsan lacus vel facilisis volutpat est velit egestas.","Huh. Woah. Heads up! Here we go.","2021-11-29 15:36:39","2021-11-29 15:36:39"
120,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,62,"Proin fermentum leo vel orci porta non pulvinar neque laoreet.","A little scary.","2021-11-29 15:36:39","2021-11-29 15:36:39"
121,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,63,"Urna cursus eget nunc scelerisque viverra mauris in aliquam.","Welcome to Honex, a division of Honesco and a part of the Hexagon Group.","2021-11-29 15:36:39","2021-11-29 15:36:39"
122,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,58,"Aliquet risus feugiat in ante metus.","I heard it's just orientation.","2021-11-29 15:36:39","2021-11-29 15:36:39"
123,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,60,"Semper viverra nam libero justo laoreet sit amet cursus sit.","Keep your hands and antennas inside the tram at all times.","2021-11-29 15:36:39","2021-11-29 15:36:39"
124,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,61,"Pellentesque eu tincidunt tortor aliquam nulla facilisi cras fermentum.","Wonder what it's going to be like?","2021-11-29 15:36:39","2021-11-29 15:36:39"
125,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,64,"Fusce id velit ut tortor pretium viverra.","This is it!","2021-11-29 15:36:39","2021-11-29 15:36:39"
126,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,65,"Porttitor lacus luctus accumsan tortor.","We know that you, as a bee, have worked your whole life to get to the point where you can work for your whole life.","2021-11-29 15:36:39","2021-11-29 15:36:39"
127,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,66,"Et malesuada fames ac turpis.","Honey begins when our valiant Pollen Jocks bring the nectar to the hive.","2021-11-29 15:36:39","2021-11-29 15:36:39"
128,7fb1b2d8-5360-4335-81dc-1022f9bca5a9,67,"Non quam lacus suspendisse faucibus interdum posuere.","Our top-secret formula is automatically color-corrected, scent-adjusted and bubble-contoured into this soothing sweet syrup with its distinctive golden glow you know as.","2021-11-29 15:36:39","2021-11-29 15:36:39"
